References,Family,Status,,ID Number,Name,Illustration,Gloss,English equivalent,Norwegian equivalent,CEFR level,Definition in Norwegian,Definition in English,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. func. of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type,Usage label,Anchor words,Common fillers,Comment,Dependency Structure,Dependency Structure of Illustration,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Polarity value,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,,,34,VERB (PREPOSISJON) [STED] og VERB,Jeg drar hjem og legger meg.,,,,A1,Konstruksjonen uttrykker at subjektet har intensjon om å dra til et bestemt sted for å utføre en bestemt handling.,,Alle skal på do og tisse.,Jeg skal på butikken og kjøpe melk.,Jeg skal på konferanse og holde innlegg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35,[TALL] (X) til,Kan jeg få én pose til?,,,,A1,Konstruksjonen legger til et antall av noe (X) som er nevnt eller implisitt.,,"Gi meg to til, så bytter vi.",Du får én til når du er ferdig med den første.,Kan du si det én gang til?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36,[TALL] ganger i [TID],To ganger i uka.,,,,A1,Konstruksjonen beskriver hvor ofte noe skjer.,,Kommunen ville jeg skulle betale to ganger i året.,Hyttemagasinet utkommer 10 ganger i året.,Jeg gjør det et par ganger i ferien.,,,,Adverbial konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37,for [TALL] [TID] siden,For to dager siden.,,,,A1,Konstruksjonen spesifiserer når noe skjedde.,,Jeg begynte med timen for tre uker siden.,For 20 år siden var undertegnede på vei til Bodø.,Han ble toppscorer for to sesonger siden.,,,,Adverbial konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Problemstilling: 38 og 39 virker kanskje unødvendige, men mange språk bruker bestemt form av substantiv her (*I have job / *I am carpenter). Sweccn har de to oppført som én konstruksjon (NP naken)",,38,[NOEN] ha SUBSTANTIV-ubestemt,Han har barn.,,,,A1,Konstruksjonen brukes for å uttrykke abstrakt eierskap uten å spesifisere detaljer.,,Hun har jobb.,De har bil.,Har han kjæreste?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39,[NOEN] være SUBSTANTIV-ubestemt,Hun er snekker.,,,,A1,Konstruksjonen brukes for å uttrykke en kategori eller rolle.,,Jeg er enke.,Han er pensjonist.,Hun er ingeniør.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40,HELSETNING for å VERB-INF,Jeg går på kurs for å lære norsk.,,,,A1,Konstruksjonen brukes for å uttrykke hensikten eller formålet med en handling som er nevnt i den forutgående konteksten.,,Hun går på badet for å pynte seg litt.,Du må ha sykemelding for å kunne levere etter tidsfristen.,A: Hvorfor gjorde du det? B: For å imponere henne.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41,i nærheten av X,Kiosken ligger i nærheten av biblioteket. En park i nærheten av sentrum (NoWaC),,,,A2,Konstruksjonen brukes for å uttrykke at noe (den første nominalfrasen) befinner seg i relativ nærhet av noe annet (den andre nominalfrasen).,,Den ligger i nærheten av bussholdeplassen.,Tønsberg er i nærheten av Horten.,Appen lar deg finne folk som befinner seg i nærheten av deg geografisk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42,VERB innom/bortom,Jeg stikker innom etter jobb.,,,,B1,Konstruksjonen uttrykker en kort og spontan visitt som ikke trenger være planlagt eller avtalt på forhånd.,,Bare å komme innom når det passer.,Vi må komme bortom og hilse på.,Takk for at du titter innom bloggen.,,,,Partikkelverbkonstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43,[NOE/NOEN] være som [NOE/NOEN],"Nordmenn er som en termos. Kalde utenpå, men varme inni.",,,,B1,Konstruksjonen fungerer som en simile der X sidestilles med Y.,,Kristin Clemet er som en potet. Hun kan brukes til alt.,"Klarer ikke å komme på noen som er som Paul Gascoigne, heldigvis.",Seieren i FA-cupen var som bensin på bålet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44,VERB seg [STED],Jeg drømmer meg bort.,,,,B1,Konstruksjonen uttrykker en fysisk eller mental reise mot et mål eller en tilstand.,,Klikk deg inn her.,Stjernene beveger seg bort fra Melkeveien.,Hva ønsker man å regulere seg vekk fra?,Han ålte seg avsted.,,,Refleksiv konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45,ikke bare bare (å VERB-INF),Det er ikke bare bare å lære norsk.,,,,B1,Konstruksjonen uttrykker at noe ikke er så enkelt som det kunne virke ved første øyekast.,,"Skal anlegge hage, og det er ikke bare bare.",Ikke bare bare å få baby i så ung alder,Det er ikke bare bare å få skrevet i bloggen når man har en liten jente som vil ha oppmerksomhet,,,,Annet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46,det skal VERB-s,Nå skal det feires.,,,,A2,Konstruksjonen uttrykker at noen (som regel et underforstått jeg eller vi) skal utføre den handlingen som utfyller skal. Den skiller seg fra lignende uttrykk med skal V ved at subjektet som skal utføre handlingen ikke uttrykkes syntaktisk.,,I dag skal det ryddes og handles,Når sola kommer skal det grilles,Her skal det strikkes!,,,,Passiv konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47,det skal VERB-s at LEDDSETNING,Det skal sies at det ikke bare er kvinner som har problemer med å vokse opp i en æreskultur.,,,,B2,Konstruksjonen brukes for å balansere eller nyansere en diskusjon ved å trekke inn motstridende meninger eller supplementerende informasjon.,,Det skal innrømmes at Galilei selv slett ikke var uten skyld.,Det skal dog nevnes at filmoversettere har det med å bruke dette ordet.,Det skal ikke stikkes under stol at fremstillingen av og til kan bli nokså pratsom.,,,,Passiv konstruksjon; Presenteringskonstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Problemstilling: en eller to konstruksjoner; det er ikke alltid at verbet er på -s (se eksempel 3). Kanskje vi beholder V-s som en viktig del av konstruksjon og erstatter eksempel 3. Husker ikke, kanskje det var meg som fant den.",,48,VERB-s ved å VERB-INF / VERB-s ved at LEDDSETNING,Dette gjøres ved å klikke deg inn her / ved at du klikker deg inn her.,,,,A2,Konstruksjonen beskriver hvordan noe kan oppnås eller utføres. Konstruksjonen indikerer metoden eller måten noe blir gjort på.,,Dette kan hindres ved å ta vekk haken.,De kan bare stoppes ved å ødelegge hodene deres.,Smitten skjer ved at infisert blod podes inn i blodbanen til en frisk person.,,,,Passiv konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alternativ form: enn PRON?,,49,"PRONOMEN, da?","Du, da?",,,,B2,Konstruksjonen setter fokus på referenten uttrykt av pronomenet ,,"A: Hvordan går det med deg? B: Bra. Du, da? ","A: Her har dere en kaffe! B: Meg, da? ","A: Er du ferdig? B: Ja. Han, da?",,,,Diskurskonstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AE: Takk for X!,,50,takk for X,Takk for sist. Takk for i dag. Takk for meg. Takk for maten.,,,,A1,"Konstruksjonen brukes for å vise anerkjennelse og takknemlighet i ulike sosiale situasjoner. Eksemplene av denne konstruksjonen er vanlige høflighetsfraser i Norge. ""Takk for sist!"" brukes for å takke for det siste møtet eller samværet man hadde med noen. ""Takk for maten!"" sier man etter et måltid for å uttrykke takknemlighet til den som har laget eller servert maten. ""Takk for i dag!"" brukes for å takke for dagen man har tilbrakt sammen med noen, ofte ved slutten av en arbeidsdag, et møte, eller en sosial sammenkomst. ""Takk for meg!"" sier man når man forlater et selskap eller en sammenkomst, for å takke verten eller de andre deltakerne for samværet. Det er en måte å si farvel på samtidig som man uttrykker takknemlighet for å ha blitt inkludert.",,Takk for i dag.,Takk for maten.,Takk for meg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51,[NOEN] få nesten VERB-INF,"Jeg får nesten dra, det er sent.",,,,B1,"Konstruksjonen brukes for å uttrykke en form for forsiktig anbefaling eller forslag. Det kan også signalisere en viss usikkerhet eller tilbakeholdenhet fra talerens side. Når ""nesten"" brukes på denne måten, fungerer det som en dempende partikkel som gjør utsagnet mindre kategorisk eller påtrengende.",,Du får nesten sende en mail til dem hvis du lar deg provosere slik.,Dere får nesten bedømme selv.,Vi får nesten se hva som skjer.,,,,Adverbialmodifisert verbkonstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Doble subjekter: Du er rar, du! – Språknerderiet",,52,redupliseringskonstruksjon,"Du er rar, du!",,,,B2,"Konstruksjonen fungerer ved at subjektet i setningen gjentas som et pronomen. Den ser ut til å forsterke utsagnet, legge vekt på at utsagnet er talerens personlige mening (når subjekt er jeg) eller (sammen med imperativ) understreke tillatelse eller oppfordring.",,"Åpningsakten var flott, den.","Ta deg litt mer kaffe, du.","Jeg synes FHK gjør det bra, jeg.","Han så forfjamset rundt seg og lo litt nervøst. «Du stiller litt av noen spørsmål du», sa han.",,,Diskurskonstruksjon; Reduplikativ konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Problemstilling: Mens ""X for X"" i eksempler som ""skritt for skritt"" beskriver en gradvis prosess, handler ""øye for øye, tann for tann"" om en direkte og lik gjengjeldelse. Det er mer et juridisk eller moralsk prinsipp enn en beskrivelse av en prosess. Jeg erstatter ""Øye for øye, tann for tann."" med ""Kapittel for kapittel."", i hvertfall middlertidig. AE",,53,SUBSTANTIV for SUBSTANTIV (gradvis),Skritt for skritt,,,,A2,"Konstruksjonen brukes for å uttrykke en gradvis eller trinnvis prosess. Det innebærer at noe skjer litt etter litt, eller at man tar én enhet av gangen. Konstruksjonen understreker en sekvensiell eller systematisk tilnærming til en aktivitet eller prosess.",,Dag for dag.,Minutt for minutt.,Kapittel for kapittel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Finnes i ordboka (under for),,54,VERB som bare det,Det snør som bare det.,,,,B2,"Konstruksjonen brukes for å forsterke eller understreke graden av noe. Det fungerer som en intensiverende frase som gir ekstra vekt til beskrivelsen og kan bety ca. det samme som ""veldig"". Det er en uformell måte å uttrykke noe på, som ofte brukes i dagligtale. For eksempel, ""Lett som bare det!"" betyr at noe er veldig lett, enklere enn man kanskje skulle tro. ""Tulla sparker som bare det."" betyr at Tulla sparker veldig kraftig eller energisk.",,Lett som bare det!,Tulla sparker som bare det.,Hun vokser og trives som bare det.,,,,Adverbialmodifisert verbkonstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"AE: (?) Ofte, om ikke alltid, brukt med utropende intonasjon.",,55,for en SUBSTANTIV,For en idiot!,,,,B1,"Konstruksjonen brukes ofte for å understreke at noe har gjort et sterkt inntrykk. Konstruksjonen kan uttrykke overraskelse, beundring eller en sterk reaksjon på noe som har skjedd.",,For et vær!,For en historie!,For en fest!,For ei natt! ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Finnes i ordboka (under for). Olaf skrev ""Høflighet"" i definisjon felten. Beskrivelsen av betydning er basert på denne ideen.",,56,(det være) bare å VERB-INF,Bare å komme.,,,,A2,"Konstruksjonen brukes for å uttrykke at noe er enkelt å gjøre, eller at det ikke er noen hindringer for å utføre handlingen og gir en følelse av oppmuntring eller tillatelse. Den kan uttrykke høflighet og brukes da for å gi tillatelse eller oppmuntre noen til å gjøre noe uten å legge press på dem. Ved å si ""det er bare å spørre"" eller ""bare gi meg melding"", signaliserer taleren at det er helt greit og uproblematisk å utføre handlingen, noe som kan oppfattes som en vennlig og imøtekommende måte å kommunisere på. Denne konstruksjonen kan bidra til å skape en avslappet og uformell tone, som ofte er ønsket i høflige samtaler.",,"Ønsker du å få sko i gave, kan du bare legge inn kommentar her.",Det er bare å spørre betjeningen hvis du lurer på noe.,Bare gi meg melding når du har tid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57,ha (ikke) V siden [TIDSPUNKT],Jeg har bodd i Norge siden 2023.,,,,A2,Konstruksjonen uttrykker at en situasjon (ikke) har pågått siden et gitt tidspunkt og at den fortsatt (ikke) pågår.,,Jeg har ikke jobbet siden Covid-19.,Vi har ikke sett ham siden i går.,"Klarer ikke å stole på dem, liker ikke å være med dem og har ikke gjort det siden sånn 7 klasse. (Ung.no)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58,ha V i [ANTALL TID],Jeg har bodd i Norge i to år.,,,,A2,Konstruksjonen uttrykker at en situasjon har pågått i en viss varighet og fortsatt pågår.,,"SV, AP og SP har samarbeidet i fire år allerede.",Det har snødd i to døgn.,Vi har vært gift i tre år nå.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59,SUBSTANTIV være SUBSTANTIV,Studenter er studenter.,,,,B2,Konstruksjonen brukes ofte for å understreke at en person eller en gruppe har visse egenskaper eller oppfyller en rolle som er typisk for dem.,,"Studenter er studenter alle steder, også på Mars.","Norge er Norge. Et land med en egen kultur, en egen historie og sine egne problemer. Likevel har vi noe å lære av andre.","Det er en grunn til at artister er artister og politikere er politikere, sier FpU-formann Atle Simonsen til Dagbladet. ",,,,Reduplikativ konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60,[NOEN] si seg ADJEKTIV,Jeg må si meg enig.,,,,,Konstruksjonen brukes for å formidle en personlig erklæring eller innrømmelse om en bestemt tilstand eller følelse.,,Hun sa seg villig til å ta på seg jobben.,Det er tre separate partier som alle må kunne si seg fornøyd med resultatet. (NoWaC),Willie Williams sa seg skyldig i å ha skutt og drept Claude Schaffer. (NoWaC),,,,Refleksiv konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61,[NOE] være som å VERB-INF,Det er som å drukne.,,,,,Konstruksjonen fungerer som en simile der noe sammenlignes med en situasjon (uttrykt av verbet),,Det er som å leve i en krigsfilm.,Det er som å snakke til en vegg!,"Det er som å være i et fengsel, bare at jeg kan spasere ut.",,,,Konstruksjon med kompleks predikat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62,[NOEN] være ([STED]) og VERB,Han er (ute) og handler.,,,,B2,Konstruksjonen er en enkel måte å beskrive både hva en person gjør og hvor de befinner seg.,,Hun er ute og rir på hesten sin,Husker du om du var ute og gikk? (Post mortem),Han er ute og kjører.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,? KANSKJE MER DETALJERT: Det var så [ADJ] at [KONSEKVENS],,63,så X at LEDDSETNING,Så kaldt at mange rør har frosset. / Så dårlig at det er bra.,,,,B1,"Konstruksjonen brukes for å uttrykke en situasjon der en egenskap eller tilstand er så ekstrem at den fører til en spesifikk konsekvens. Det er en måte å understreke intensiteten av en opplevelse eller følelse ved å vise hvordan den påvirker handlinger eller hendelser. Adjektivet beskriver noe positivt, negativt, eller nøytralt, men det er alltid i en grad som er utenom det vanlige og som fører til en konkret konsekvens eller utfall som illustrerer hvor intens den innledende beskrivelsen er. ",,Det var så grusomt at jeg ikke greide å fullføre serveringen. (NoWaC),Det var så kaldt at mobilen nesten frøs fast i øret mitt. (NoWaC),Det var så varmt at det var uutholdelig. (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,drikker > drikkes?,,64,det VERB-s,Det festes og drikker over en lav sko i løpet av de to fadderukene.,,,,B2,"Konstruksjonen brukes ofte når man ønsker å rette oppmerksomheten mot selve handlingen eller effekten av handlingen, snarere enn hvem som utfører den. Dette kan være fordi man ikke vet hvem som utfører handlingen eller fordi det ikke er relevant.",,Nå vapes det som aldri før.,Det skapes livsfarlige presedenser når Sri Lanka og Burma uhindret får gå løs på sine etniske minoriteter.,I dag virker det som det satses litt for ensporet litt for tidlig.,,,,Passiv konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Det er [fokusert element] som [resten av setningen],,65,det være X som LEDDSETNING,"Det er Norge som er bra, det er Norge som er best.",,,,B1,Konstruksjonen brukes for å fremheve eller understreke en bestemt del av informasjonen som viktig eller avgjørende. Dette mønsteret kalles ofte en fokuseringskonstruksjon eller kløyvd setning. Det brukes for å sette ekstra vekt på en bestemt informasjon ved å presentere den som en kontrast eller en viktig opplysning. Ofte brukes denne strukturen for å kontrastere med andre mulige alternativer eller oppfatninger.,,Det er Kobe som er den beste spilleren.,Det er Høyre som er Robin Hood.,Det er skattefordelene som er hovedgrunnen til at det blir drevet sånn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Olaf Mikkelsen, Anna Endresen, Tore Nesset",? Er det alltig DIN eller kan være DINE eller MINE også? Er det alltid kun negative evaluering?,,66,POSSESSIV (ADJEKTIV) SUBSTANTIV,Din jævla idiot!,,,,B1,"Konstruksjonen er en form for utrop som brukes for å uttrykke sterke følelser, ofte negative eller nedsettende. Denne konstruksjonen er vanlig i uformell tale og kan formidle sinne, frustrasjon, eller forakt. Disse eksempel brukes ofte i situasjoner hvor taleren er sint eller frustrert overfor personen de henvender seg til. De er ment å være fornærmende og kan oppfattes som støtende. Slike uttrykk er typisk for uformell eller vulgær tale og er ikke egnet for formelle eller høflige situasjoner.",,Din gamle hore!,Din lille jævel!,Din forbanna klovn!,,,,Diskurskonstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67,VERB av SUBSTANTIV,Skiutstyr består av kondomdress og rumpetaske.,,,,A2,"Konstruksjonen uttrykker at en hendelse er/var nær ved å inntreffe, men kanskje ikke blir/ble fullstendig realisert.",,Veronica fikk hjelp da hun holdt på å falle ut av arbeidslivet – nå hjelper hun andre.,"Konsentrasjonsvansker, hjernetåke, nummenhet og sviktende hukommelse. Dette er noen av faresignalene på at du holder på å bli utbrent.",Striden om norsk medlemskap i EU holdt på å splitte Arbeiderpartiet på 70-tallet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"To ulike konstruksjoner i preteritum (close, but no cigar) og presens (progressive?)",,68,[NOEN] holde på å VERB-INF (avbrutt handling),Jeg holdt på å dø av skam.,,,,A2,Konstruksjonen uttrykker at en hendelse er i gang eller pågår i øyeblikket.,,Jeg holder på å lage middag til meg selv.,"Vi holder på å bytte leverandør, så det finnes ikke nett hjemme.",Fiskerne hadde gått i land og holdt på å skylle garnene sine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
